"Evaluation","Journal","issnJournal","nameJournal","KnowledgeField","idKnowledgeField","nameKnowledgeField","YearEvaluation","yearIndex","Qualis","qualisIndex"
"Journal_2141-2421_KnowledgeField_27_YearEvaluation_2014_Qualis_B5","Journal_2141-2421","2141-2421","African Journal of Marketing Management","KnowledgeField_27","27","ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1996-0808_KnowledgeField_4_YearEvaluation_2014_Qualis_B4","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_4","4","QUÍMICA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1996-0808_KnowledgeField_6_YearEvaluation_2014_Qualis_B4","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1996-0808_KnowledgeField_7_YearEvaluation_2014_Qualis_B2","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1996-0808_KnowledgeField_8_YearEvaluation_2014_Qualis_B4","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1996-0808_KnowledgeField_9_YearEvaluation_2014_Qualis_B5","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1996-0808_KnowledgeField_15_YearEvaluation_2014_Qualis_B3","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1996-0808_KnowledgeField_18_YearEvaluation_2014_Qualis_B2","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1996-0808_KnowledgeField_19_YearEvaluation_2014_Qualis_B3","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_19","19","FARMÁCIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1996-0808_KnowledgeField_22_YearEvaluation_2014_Qualis_B2","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1996-0808_KnowledgeField_23_YearEvaluation_2014_Qualis_B1","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_23","23","ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1996-0808_KnowledgeField_24_YearEvaluation_2014_Qualis_B2","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_24","24","MEDICINA VETERINÁRIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1996-0808_KnowledgeField_25_YearEvaluation_2014_Qualis_B2","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_25","25","CIÊNCIA DE ALIMENTOS","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1996-0808_KnowledgeField_42_YearEvaluation_2014_Qualis_B1","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_42","42","CIÊNCIAS AGRÁRIAS I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1996-0808_KnowledgeField_48_YearEvaluation_2014_Qualis_B4","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1996-0808_KnowledgeField_49_YearEvaluation_2014_Qualis_B3","Journal_1996-0808","1996-0808","African Journal of Microbiology Research","KnowledgeField_49","49","CIÊNCIAS AMBIENTAIS","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_0975-3486_KnowledgeField_23_YearEvaluation_2014_Qualis_B5","Journal_0975-3486","0975-3486","African Journal of Phamacy and Pharmacology Research","KnowledgeField_23","23","ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1996-0816_KnowledgeField_4_YearEvaluation_2014_Qualis_B4","Journal_1996-0816","1996-0816","African Journal of Pharmacy and Pharmacology","KnowledgeField_4","4","QUÍMICA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1996-0816_KnowledgeField_7_YearEvaluation_2014_Qualis_B2","Journal_1996-0816","1996-0816","African Journal of Pharmacy and Pharmacology","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1996-0816_KnowledgeField_8_YearEvaluation_2014_Qualis_B4","Journal_1996-0816","1996-0816","African Journal of Pharmacy and Pharmacology","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1996-0816_KnowledgeField_12_YearEvaluation_2014_Qualis_B2","Journal_1996-0816","1996-0816","African Journal of Pharmacy and Pharmacology","KnowledgeField_12","12","ENGENHARIAS II","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1996-0816_KnowledgeField_15_YearEvaluation_2014_Qualis_B2","Journal_1996-0816","1996-0816","African Journal of Pharmacy and Pharmacology","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1996-0816_KnowledgeField_16_YearEvaluation_2014_Qualis_B2","Journal_1996-0816","1996-0816","African Journal of Pharmacy and Pharmacology","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1996-0816_KnowledgeField_19_YearEvaluation_2014_Qualis_B2","Journal_1996-0816","1996-0816","African Journal of Pharmacy and Pharmacology","KnowledgeField_19","19","FARMÁCIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1996-0816_KnowledgeField_25_YearEvaluation_2014_Qualis_B2","Journal_1996-0816","1996-0816","African Journal of Pharmacy and Pharmacology","KnowledgeField_25","25","CIÊNCIA DE ALIMENTOS","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1996-0816_KnowledgeField_48_YearEvaluation_2014_Qualis_B3","Journal_1996-0816","1996-0816","African Journal of Pharmacy and Pharmacology","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1996-0824_KnowledgeField_6_YearEvaluation_2014_Qualis_C","Journal_1996-0824","1996-0824","African Journal of Plant Science","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1996-0824_KnowledgeField_8_YearEvaluation_2014_Qualis_C","Journal_1996-0824","1996-0824","African Journal of Plant Science","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1996-0824_KnowledgeField_25_YearEvaluation_2014_Qualis_C","Journal_1996-0824","1996-0824","African Journal of Plant Science","KnowledgeField_25","25","CIÊNCIA DE ALIMENTOS","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1996-0824_KnowledgeField_42_YearEvaluation_2014_Qualis_B5","Journal_1996-0824","1996-0824","African Journal of Plant Science","KnowledgeField_42","42","CIÊNCIAS AGRÁRIAS I","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0331-0175_KnowledgeField_15_YearEvaluation_2014_Qualis_B2","Journal_0331-0175","0331-0175","African Journal of Psychiatry","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1994-8220_KnowledgeField_16_YearEvaluation_2014_Qualis_B2","Journal_1994-8220","1994-8220","African Journal of Psychiatry","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1022-0119_KnowledgeField_23_YearEvaluation_2014_Qualis_B1","Journal_1022-0119","1022-0119","African Journal of Range and Forage Science","KnowledgeField_23","23","ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0189-6016_KnowledgeField_4_YearEvaluation_2014_Qualis_B4","Journal_0189-6016","0189-6016","African Journal of Traditional, Complementary and Alternative Medicines","KnowledgeField_4","4","QUÍMICA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_0189-6016_KnowledgeField_24_YearEvaluation_2014_Qualis_B2","Journal_0189-6016","0189-6016","African Journal of Traditional, Complementary and Alternative Medicines","KnowledgeField_24","24","MEDICINA VETERINÁRIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0002-0184_KnowledgeField_49_YearEvaluation_2014_Qualis_C","Journal_0002-0184","0002-0184","African Studies (Johannesburg)","KnowledgeField_49","49","CIÊNCIAS AMBIENTAIS","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0002-0206_KnowledgeField_40_YearEvaluation_2014_Qualis_A2","Journal_0002-0206","0002-0206","African Studies Review","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-0206_KnowledgeField_41_YearEvaluation_2014_Qualis_A1","Journal_0002-0206","0002-0206","African Studies Review","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-0206_KnowledgeField_45_YearEvaluation_2014_Qualis_A1","Journal_0002-0206","0002-0206","African Studies Review","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-0206_KnowledgeField_49_YearEvaluation_2014_Qualis_C","Journal_0002-0206","0002-0206","African Studies Review","KnowledgeField_49","49","CIÊNCIAS AMBIENTAIS","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0874-2375_KnowledgeField_30_YearEvaluation_2014_Qualis_B4","Journal_0874-2375","0874-2375","Africana Studia. Revista Internacional de Estudos Africanos / International Journal of African Studies","KnowledgeField_30","30","PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_0874-2375_KnowledgeField_34_YearEvaluation_2014_Qualis_B4","Journal_0874-2375","0874-2375","Africana Studia. Revista Internacional de Estudos Africanos / International Journal of African Studies","KnowledgeField_34","34","SOCIOLOGIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_0874-2375_KnowledgeField_40_YearEvaluation_2014_Qualis_B2","Journal_0874-2375","0874-2375","Africana Studia. Revista Internacional de Estudos Africanos / International Journal of African Studies","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0874-2375_KnowledgeField_45_YearEvaluation_2014_Qualis_B2","Journal_0874-2375","0874-2375","Africana Studia. Revista Internacional de Estudos Africanos / International Journal of African Studies","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_2237-8839_KnowledgeField_38_YearEvaluation_2014_Qualis_C","Journal_2237-8839","2237-8839","Africanias.com","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2237-8839_KnowledgeField_45_YearEvaluation_2014_Qualis_B5","Journal_2237-8839","2237-8839","Africanias.com","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1276-2458_KnowledgeField_40_YearEvaluation_2014_Qualis_A2","Journal_1276-2458","1276-2458","Africultures: la revue de reference des cultures africaines","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0947-1723_KnowledgeField_41_YearEvaluation_2014_Qualis_B1","Journal_0947-1723","0947-1723","Afrika, Asien, Brasilien, Portugal","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1779-0042_KnowledgeField_33_YearEvaluation_2014_Qualis_B5","Journal_1779-0042","1779-0042","Afrique Asie","KnowledgeField_33","33","FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1779-0042_KnowledgeField_44_YearEvaluation_2014_Qualis_B5","Journal_1779-0042","1779-0042","Afrique Asie","KnowledgeField_44","44","FILOSOFIA/TEOLOGIA:subcomissão TEOLOGIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1983-0319_KnowledgeField_5_YearEvaluation_2014_Qualis_B5","Journal_1983-0319","1983-0319","Afro-America Gloss News","KnowledgeField_5","5","GEOCIÊNCIAS","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1983-0319_KnowledgeField_7_YearEvaluation_2014_Qualis_B5","Journal_1983-0319","1983-0319","Afro-America Gloss News","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1981-1411_KnowledgeField_34_YearEvaluation_2014_Qualis_B1","Journal_1981-1411","1981-1411","Afro-Ásia","KnowledgeField_34","34","SOCIOLOGIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1981-1411_KnowledgeField_40_YearEvaluation_2014_Qualis_A2","Journal_1981-1411","1981-1411","Afro-Ásia","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1981-1411_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_1981-1411","1981-1411","Afro-Ásia","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-0591_KnowledgeField_18_YearEvaluation_2014_Qualis_B3","Journal_0002-0591","0002-0591","Afro-Asia (UFBA)","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_0002-0591_KnowledgeField_22_YearEvaluation_2014_Qualis_B3","Journal_0002-0591","0002-0591","Afro-Asia (UFBA)","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_0002-0591_KnowledgeField_30_YearEvaluation_2014_Qualis_B4","Journal_0002-0591","0002-0591","Afro-Asia (UFBA)","KnowledgeField_30","30","PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_0002-0591_KnowledgeField_32_YearEvaluation_2014_Qualis_B3","Journal_0002-0591","0002-0591","Afro-Asia (UFBA)","KnowledgeField_32","32","SERVIÇO SOCIAL","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_0002-0591_KnowledgeField_34_YearEvaluation_2014_Qualis_B1","Journal_0002-0591","0002-0591","Afro-Asia (UFBA)","KnowledgeField_34","34","SOCIOLOGIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0002-0591_KnowledgeField_35_YearEvaluation_2014_Qualis_B1","Journal_0002-0591","0002-0591","Afro-Asia (UFBA)","KnowledgeField_35","35","ANTROPOLOGIA / ARQUEOLOGIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0002-0591_KnowledgeField_38_YearEvaluation_2014_Qualis_B1","Journal_0002-0591","0002-0591","Afro-Asia (UFBA)","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0002-0591_KnowledgeField_39_YearEvaluation_2014_Qualis_B2","Journal_0002-0591","0002-0591","Afro-Asia (UFBA)","KnowledgeField_39","39","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0002-0591_KnowledgeField_40_YearEvaluation_2014_Qualis_B1","Journal_0002-0591","0002-0591","Afro-Asia (UFBA)","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0002-0591_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_0002-0591","0002-0591","Afro-Asia (UFBA)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0278-8969_KnowledgeField_34_YearEvaluation_2014_Qualis_B4","Journal_0278-8969","0278-8969","Afro-Hispanic Review","KnowledgeField_34","34","SOCIOLOGIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_0278-8969_KnowledgeField_41_YearEvaluation_2014_Qualis_B3","Journal_0278-8969","0278-8969","Afro-Hispanic Review","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1048-9959_KnowledgeField_3_YearEvaluation_2014_Qualis_C","Journal_1048-9959","1048-9959","AFTE Journal","KnowledgeField_3","3","ASTRONOMIA / FÍSICA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1850-6267_KnowledgeField_11_YearEvaluation_2014_Qualis_B5","Journal_1850-6267","1850-6267","Afuera. Estudios de crítica cultural (Online)","KnowledgeField_11","11","ARTES / MÚSICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1850-6267_KnowledgeField_33_YearEvaluation_2014_Qualis_C","Journal_1850-6267","1850-6267","Afuera. Estudios de crítica cultural (Online)","KnowledgeField_33","33","FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1850-6267_KnowledgeField_41_YearEvaluation_2014_Qualis_B3","Journal_1850-6267","1850-6267","Afuera. Estudios de crítica cultural (Online)","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1850-6267_KnowledgeField_44_YearEvaluation_2014_Qualis_C","Journal_1850-6267","1850-6267","Afuera. Estudios de crítica cultural (Online)","KnowledgeField_44","44","FILOSOFIA/TEOLOGIA:subcomissão TEOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1430-2713_KnowledgeField_42_YearEvaluation_2014_Qualis_C","Journal_1430-2713","1430-2713","AFZ - Der Wald: Zeitschrift fuer Waldwirtschaft und Umweltvorsorge","KnowledgeField_42","42","CIÊNCIAS AGRÁRIAS I","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1130-3557_KnowledgeField_34_YearEvaluation_2014_Qualis_B4","Journal_1130-3557","1130-3557","Agalia (A Corunha)","KnowledgeField_34","34","SOCIOLOGIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1130-3557_KnowledgeField_40_YearEvaluation_2014_Qualis_B5","Journal_1130-3557","1130-3557","Agalia (A Corunha)","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1130-3557_KnowledgeField_41_YearEvaluation_2014_Qualis_A1","Journal_1130-3557","1130-3557","Agalia (A Corunha)","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1130-3557_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_1130-3557","1130-3557","Agalia (A Corunha)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_9998-9999_KnowledgeField_26_YearEvaluation_2014_Qualis_C","Journal_9998-9999","9998-9999","Agaoa Journal","KnowledgeField_26","26","DIREITO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_9998-9999_KnowledgeField_34_YearEvaluation_2014_Qualis_C","Journal_9998-9999","9998-9999","Agaoa Journal","KnowledgeField_34","34","SOCIOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1808-8554_KnowledgeField_37_YearEvaluation_2014_Qualis_B5","Journal_1808-8554","1808-8554","Agathos (Idaial)","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1808-8554_KnowledgeField_41_YearEvaluation_2014_Qualis_B4","Journal_1808-8554","1808-8554","Agathos (Idaial)","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1808-8554_KnowledgeField_45_YearEvaluation_2014_Qualis_B4","Journal_1808-8554","1808-8554","Agathos (Idaial)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2069-1025_KnowledgeField_41_YearEvaluation_2014_Qualis_B4","Journal_2069-1025","2069-1025","Agathos-An InternationalReview of the Humanities and  Social Sciences","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1574-4647_KnowledgeField_19_YearEvaluation_2014_Qualis_B2","Journal_1574-4647","1574-4647","Age","KnowledgeField_19","19","FARMÁCIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0002-0729_KnowledgeField_15_YearEvaluation_2014_Qualis_B1","Journal_0002-0729","0002-0729","Age and Ageing","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0002-0729_KnowledgeField_16_YearEvaluation_2014_Qualis_A1","Journal_0002-0729","0002-0729","Age and Ageing","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-0729_KnowledgeField_21_YearEvaluation_2014_Qualis_A2","Journal_0002-0729","0002-0729","Age and Ageing","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-0729_KnowledgeField_22_YearEvaluation_2014_Qualis_A1","Journal_0002-0729","0002-0729","Age and Ageing","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1746-1081_KnowledgeField_38_YearEvaluation_2014_Qualis_B1","Journal_1746-1081","1746-1081","Ageing Horizons","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0163-5158_KnowledgeField_37_YearEvaluation_2014_Qualis_B1","Journal_0163-5158","0163-5158","Ageing International","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1568-1637_KnowledgeField_8_YearEvaluation_2014_Qualis_A1","Journal_1568-1637","1568-1637","Ageing Research Reviews","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1568-1637_KnowledgeField_16_YearEvaluation_2014_Qualis_A1","Journal_1568-1637","1568-1637","Ageing Research Reviews","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1568-1637_KnowledgeField_22_YearEvaluation_2014_Qualis_A1","Journal_1568-1637","1568-1637","Ageing Research Reviews","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1981-9862_KnowledgeField_10_YearEvaluation_2014_Qualis_B5","Journal_1981-9862","1981-9862","Agenda social (UENF)","KnowledgeField_10","10","ENGENHARIAS I","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1981-9862_KnowledgeField_13_YearEvaluation_2014_Qualis_C","Journal_1981-9862","1981-9862","Agenda social (UENF)","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1981-9862_KnowledgeField_26_YearEvaluation_2014_Qualis_C","Journal_1981-9862","1981-9862","Agenda social (UENF)","KnowledgeField_26","26","DIREITO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1981-9862_KnowledgeField_28_YearEvaluation_2014_Qualis_B5","Journal_1981-9862","1981-9862","Agenda social (UENF)","KnowledgeField_28","28","ECONOMIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1981-9862_KnowledgeField_34_YearEvaluation_2014_Qualis_B5","Journal_1981-9862","1981-9862","Agenda social (UENF)","KnowledgeField_34","34","SOCIOLOGIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1981-9862_KnowledgeField_35_YearEvaluation_2014_Qualis_B3","Journal_1981-9862","1981-9862","Agenda social (UENF)","KnowledgeField_35","35","ANTROPOLOGIA / ARQUEOLOGIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1981-9862_KnowledgeField_38_YearEvaluation_2014_Qualis_B4","Journal_1981-9862","1981-9862","Agenda social (UENF)","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1981-9862_KnowledgeField_40_YearEvaluation_2014_Qualis_B3","Journal_1981-9862","1981-9862","Agenda social (UENF)","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1981-9862_KnowledgeField_41_YearEvaluation_2014_Qualis_B5","Journal_1981-9862","1981-9862","Agenda social (UENF)","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1981-9862_KnowledgeField_42_YearEvaluation_2014_Qualis_B5","Journal_1981-9862","1981-9862","Agenda social (UENF)","KnowledgeField_42","42","CIÊNCIAS AGRÁRIAS I","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1981-9862_KnowledgeField_45_YearEvaluation_2014_Qualis_B3","Journal_1981-9862","1981-9862","Agenda social (UENF)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1516-9464_KnowledgeField_38_YearEvaluation_2014_Qualis_C","Journal_1516-9464","1516-9464","Ágere (UFBA)","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1359-1789_KnowledgeField_15_YearEvaluation_2014_Qualis_B1","Journal_1359-1789","1359-1789","Aggression and Violent Behavior","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1359-1789_KnowledgeField_16_YearEvaluation_2014_Qualis_B1","Journal_1359-1789","1359-1789","Aggression and Violent Behavior","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0096-140X_KnowledgeField_16_YearEvaluation_2014_Qualis_B1","Journal_0096-140X","0096-140X","Aggressive Behavior (Print)","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0890-278X_KnowledgeField_45_YearEvaluation_2014_Qualis_C","Journal_0890-278X","0890-278X","AGHE Exchange","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1360-7863_KnowledgeField_6_YearEvaluation_2014_Qualis_B3","Journal_1360-7863","1360-7863","Aging & Mental Health","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1360-7863_KnowledgeField_15_YearEvaluation_2014_Qualis_B1","Journal_1360-7863","1360-7863","Aging & Mental Health","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1360-7863_KnowledgeField_16_YearEvaluation_2014_Qualis_B2","Journal_1360-7863","1360-7863","Aging & Mental Health","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1360-7863_KnowledgeField_18_YearEvaluation_2014_Qualis_B2","Journal_1360-7863","1360-7863","Aging & Mental Health","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1360-7863_KnowledgeField_22_YearEvaluation_2014_Qualis_B1","Journal_1360-7863","1360-7863","Aging & Mental Health","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_B1","B1"
